"year","school","gender","test","level","avg_score","pass_rate","fail_rate"
"2006-2007","","F","English Reading","EOC",488,93.13,6.88
"2006-2007","","F","English Reading","",468,78.46,21.54
"2006-2007","","F","Geography","EOC",477,77.78,22.22
"2006-2007","","F","Geography","",477,77.78,22.22
"2006-2007","","F","Geometry","EOC",471,90.07,9.93
"2006-2007","","F","Geometry","",471,90.07,9.93
"2006-2007","","F","History","3",514,96.83,3.17
"2006-2007","","F","History","8",441,70.63,29.37
"2006-2007","","F","History","CST",452,73.25,26.75
"2006-2007","","F","History","",467,79.39,20.61
"2006-2007","","F","Mathematics","3",481,87.25,12.75
"2006-2007","","F","Mathematics","4",462,77.33,22.67
"2006-2007","","F","Mathematics","5",468,80.61,19.39
"2006-2007","","F","Mathematics","6",427,61.15,38.85
"2006-2007","","F","Mathematics","7",427,56.46,43.54
"2006-2007","","F","Mathematics","8",469,77.36,22.64
"2006-2007","","F","Mathematics","",456,73.58,26.42
"2006-2007","","F","Science","3",483,84,16
"2006-2007","","F","Science","5",437,74.52,25.48
"2006-2007","","F","Science","8",458,80.74,19.26
"2006-2007","","F","Science","",458,79.43,20.57
"2006-2007","","F","VA & US History","EOC",481,89.66,10.34
"2006-2007","","F","VA & US History","",481,89.66,10.34
"2006-2007","","F","World History I","EOC",460,91.48,8.52
"2006-2007","","F","World History I","",460,91.48,8.52
"2006-2007","","F","World History II","EOC",500,96.63,3.37
"2006-2007","","F","World History II","",500,96.63,3.37
"2006-2007","","F","Writing","5",466,87.77,12.23
"2006-2007","","F","Writing","8",440,89.78,10.22
"2006-2007","","F","Writing","EOC",476,95.27,4.73
"2006-2007","","F","Writing","",462,91.24,8.76
"2006-2007","","F","","",451,81.97,18.03
"2006-2007","","F","","",460,78.81,21.19
"2006-2007","","F","","",462,91.24,8.76
"2006-2007","","F","","",468,78.46,21.54
"2006-2007","","F","","",472,85.38,14.62
"2006-2007","","M","Algebra I","EOC",477,93.92,6.08
"2006-2007","","M","Algebra I","",477,93.92,6.08
"2006-2007","","M","Algebra II","EOC",479,89.38,10.62
"2006-2007","","M","Algebra II","",479,89.38,10.62
"2006-2007","","M","Biology","EOC",453,85.53,14.47
"2006-2007","","M","Biology","",453,85.53,14.47
"2006-2007","","M","Chemistry","EOC",452,91.57,8.43
"2006-2007","","M","Chemistry","",452,91.57,8.43
"2006-2007","","M","Earth Science","EOC",452,85.92,14.08
"2006-2007","","M","Earth Science","",452,85.92,14.08
"2006-2007","","M","English Reading","3",436,62.79,37.21
"2006-2007","","M","English Reading","4",454,70.63,29.37
"2006-2007","","M","English Reading","5",453,77.22,22.78
"2006-2007","","M","English Reading","6",467,78.71,21.29
"2006-2007","","M","English Reading","7",454,71.43,28.57
"2006-2007","","M","English Reading","8",445,71.33,28.67
"2006-2007","","M","English Reading","EOC",470,90.07,9.93
"2006-2007","","M","English Reading","",454,74.44,25.56
"2006-2007","","M","Geography","EOC",464,80.95,19.05
"2006-2007","","M","Geography","",464,80.95,19.05
"2006-2007","","M","Geometry","EOC",475,92.31,7.69
"2006-2007","","M","Geometry","",475,92.31,7.69
"2006-2007","","M","History","3",512,91.33,8.67
"2006-2007","","M","History","8",456,75.86,24.14
"2006-2007","","M","History","CST",467,77.18,22.82
"2006-2007","","M","History","",478,81.78,18.22
"2006-2007","","M","Mathematics","3",481,85.96,14.04
"2006-2007","","M","Mathematics","4",453,69.93,30.07
"2006-2007","","M","Mathematics","5",470,76.88,23.13
"2006-2007","","M","Mathematics","6",423,62.89,37.11
"2006-2007","","M","Mathematics","7",415,51.85,48.15
"2006-2007","","M","Mathematics","8",475,72.19,27.81
"2006-2007","","M","Mathematics","",453,70.07,29.93
"2006-2007","","M","Science","3",481,87.92,12.08
"2006-2007","","M","Science","5",447,80.39,19.61
"2006-2007","","M","Science","8",467,85.71,14.29
"2006-2007","","M","Science","",465,84.72,15.28
"2006-2007","","M","VA & US History","EOC",480,88.41,11.59
"2006-2007","","M","VA & US History","",480,88.41,11.59
"2006-2007","","M","World History I","EOC",482,89.12,10.88
"2006-2007","","M","World History I","",482,89.12,10.88
"2006-2007","","M","World History II","EOC",513,100,0
"2006-2007","","M","World History II","",513,100,0
"2006-2007","","M","Writing","5",448,84.17,15.83
"2006-2007","","M","Writing","8",428,81.02,18.98
"2006-2007","","M","Writing","EOC",457,89.54,10.46
"2006-2007","","M","Writing","",445,85.08,14.92
"2006-2007","","M","","",445,85.08,14.92
"2006-2007","","M","","",454,74.44,25.56
"2006-2007","","M","","",459,85.78,14.22
"2006-2007","","M","","",460,76.64,23.36
"2006-2007","","M","","",482,85.68,14.32
"2006-2007","","","Algebra I","EOC",475,93.51,6.49
"2006-2007","","","Algebra I","",475,93.51,6.49
"2006-2007","","","Algebra II","EOC",472,88.94,11.06
"2006-2007","","","Algebra II","",472,88.94,11.06
"2006-2007","","","Biology","EOC",451,85.76,14.24
"2006-2007","","","Biology","",451,85.76,14.24
"2006-2007","","","Chemistry","EOC",446,91.58,8.42
"2006-2007","","","Chemistry","",446,91.58,8.42
"2006-2007","","","Earth Science","EOC",447,82.62,17.38
"2006-2007","","","Earth Science","",447,82.62,17.38
"2006-2007","","","English Reading","3",444,64.06,35.94
"2006-2007","","","English Reading","4",464,75,25
"2006-2007","","","English Reading","5",455,76.01,23.99
"2006-2007","","","English Reading","6",469,79.68,20.32
"2006-2007","","","English Reading","7",465,74.09,25.91
"2006-2007","","","English Reading","8",451,74.66,25.34
"2006-2007","","","English Reading","EOC",479,91.64,8.36
"2006-2007","","","English Reading","",461,76.45,23.55
"2006-2007","","","Geography","EOC",470,79.49,20.51
"2006-2007","","","Geography","",470,79.49,20.51
"2006-2007","","","Geometry","EOC",473,91.2,8.8
"2006-2007","","","Geometry","",473,91.2,8.8
"2006-2007","","","History","3",513,93.84,6.16
"2006-2007","","","History","8",448,73.26,26.74
"2006-2007","","","History","CST",459,75.16,24.84
"2006-2007","","","History","",473,80.62,19.38
"2006-2007","","","Mathematics","3",481,86.56,13.44
"2006-2007","","","Mathematics","4",458,73.97,26.03
"2006-2007","","","Mathematics","5",469,78.77,21.23
"2006-2007","","","Mathematics","6",425,62.03,37.97
"2006-2007","","","Mathematics","7",421,54.05,45.95
"2006-2007","","","Mathematics","8",472,74.84,25.16
"2006-2007","","","Mathematics","",454,71.83,28.17
"2006-2007","","","Science","3",482,86.13,13.87
"2006-2007","","","Science","5",442,77.42,22.58
"2006-2007","","","Science","8",462,83.27,16.73
"2006-2007","","","Science","",461,82.16,17.84
"2006-2007","","","VA & US History","EOC",481,89.05,10.95
"2006-2007","","","VA & US History","",481,89.05,10.95
"2006-2007","","","World History I","EOC",471,90.24,9.76
"2006-2007","","","World History I","",471,90.24,9.76
"2006-2007","","","World History II","EOC",506,98.17,1.83
"2006-2007","","","World History II","",506,98.17,1.83
"2006-2007","","","Writing","5",457,85.97,14.03
"2006-2007","","","Writing","8",434,85.4,14.6
"2006-2007","","","Writing","EOC",467,92.55,7.45
"2006-2007","","","Writing","",454,88.22,11.78
"2006-2007","","","","",454,88.22,11.78
"2006-2007","","","","",455,83.92,16.08
"2006-2007","","","","",460,77.73,22.27
"2006-2007","","","","",461,76.45,23.55
"2006-2007","","","","",477,85.53,14.47
"2007-2008","Harrisonburg High","F","Algebra I","EOC",461,96.9,3.1
"2007-2008","Harrisonburg High","F","Algebra I","",461,96.9,3.1
"2007-2008","Harrisonburg High","F","Algebra II","EOC",484,96.3,3.7
"2007-2008","Harrisonburg High","F","Algebra II","",484,96.3,3.7
"2007-2008","Harrisonburg High","F","Biology","EOC",449,88.73,11.27
"2007-2008","Harrisonburg High","F","Biology","",449,88.73,11.27
"2007-2008","Harrisonburg High","F","Chemistry","EOC",437,86.11,13.89
"2007-2008","Harrisonburg High","F","Chemistry","",437,86.11,13.89
"2007-2008","Harrisonburg High","F","Earth Science","EOC",450,86.33,13.67
"2007-2008","Harrisonburg High","F","Earth Science","",450,86.33,13.67
"2007-2008","Harrisonburg High","F","English Reading","EOC",486,94.37,5.63
"2007-2008","Harrisonburg High","F","English Reading","",486,94.37,5.63
"2007-2008","Harrisonburg High","F","Geography","EOC",450,61.11,38.89
"2007-2008","Harrisonburg High","F","Geography","",450,61.11,38.89
"2007-2008","Harrisonburg High","F","Geometry","EOC",471,95.69,4.31
"2007-2008","Harrisonburg High","F","Geometry","",471,95.69,4.31
"2007-2008","Harrisonburg High","F","VA & US History","EOC",472,88.72,11.28
"2007-2008","Harrisonburg High","F","VA & US History","",472,88.72,11.28
"2007-2008","Harrisonburg High","F","World History I","EOC",479,97.1,2.9
"2007-2008","Harrisonburg High","F","World History I","",479,97.1,2.9
"2007-2008","Harrisonburg High","F","World History II","EOC",477,95.4,4.6
"2007-2008","Harrisonburg High","F","World History II","",477,95.4,4.6
"2007-2008","Harrisonburg High","F","Writing","EOC",482,94.2,5.8
"2007-2008","Harrisonburg High","F","Writing","",482,94.2,5.8
"2007-2008","Harrisonburg High","F","","",446,87.18,12.82
"2007-2008","Harrisonburg High","F","","",471,96.33,3.67
"2007-2008","Harrisonburg High","F","","",475,92.04,7.96
"2007-2008","Harrisonburg High","F","","",482,94.2,5.8
"2007-2008","Harrisonburg High","F","","",486,94.37,5.63
"2007-2008","Harrisonburg High","M","Algebra I","EOC",453,89.84,10.16
"2007-2008","Harrisonburg High","M","Algebra I","",453,89.84,10.16
"2007-2008","Harrisonburg High","M","Algebra II","EOC",490,94.25,5.75
"2007-2008","Harrisonburg High","M","Algebra II","",490,94.25,5.75
"2007-2008","Harrisonburg High","M","Biology","EOC",455,91.88,8.13
"2007-2008","Harrisonburg High","M","Biology","",455,91.88,8.13
"2007-2008","Harrisonburg High","M","Chemistry","EOC",454,96.67,3.33
"2007-2008","Harrisonburg High","M","Chemistry","",454,96.67,3.33
"2007-2008","Harrisonburg High","M","Earth Science","EOC",470,90.77,9.23
"2007-2008","Harrisonburg High","M","Earth Science","",470,90.77,9.23
"2007-2008","Harrisonburg High","M","English Reading","EOC",474,93.55,6.45
"2007-2008","Harrisonburg High","M","English Reading","",474,93.55,6.45
"2007-2008","Harrisonburg High","M","Geography","EOC",481,92.31,7.69
"2007-2008","Harrisonburg High","M","Geography","",481,92.31,7.69
"2007-2008","Harrisonburg High","M","Geometry","EOC",478,94.7,5.3
"2007-2008","Harrisonburg High","M","Geometry","",478,94.7,5.3
"2007-2008","Harrisonburg High","M","VA & US History","EOC",491,93.57,6.43
"2007-2008","Harrisonburg High","M","VA & US History","",491,93.57,6.43
"2007-2008","Harrisonburg High","M","World History I","EOC",478,88.24,11.76
"2007-2008","Harrisonburg High","M","World History I","",478,88.24,11.76
"2007-2008","Harrisonburg High","M","World History II","EOC",514,100,0
"2007-2008","Harrisonburg High","M","World History II","",514,100,0
"2007-2008","Harrisonburg High","M","Writing","EOC",463,90.07,9.93
"2007-2008","Harrisonburg High","M","Writing","",463,90.07,9.93
"2007-2008","Harrisonburg High","M","","",460,92.65,7.35
"2007-2008","Harrisonburg High","M","","",463,90.07,9.93
"2007-2008","Harrisonburg High","M","","",472,92.82,7.18
"2007-2008","Harrisonburg High","M","","",474,93.55,6.45
"2007-2008","Harrisonburg High","M","","",492,93.16,6.84
"2007-2008","Harrisonburg High","","Algebra I","EOC",457,93.39,6.61
"2007-2008","Harrisonburg High","","Algebra I","",457,93.39,6.61
"2007-2008","Harrisonburg High","","Algebra II","EOC",487,95.38,4.62
"2007-2008","Harrisonburg High","","Algebra II","",487,95.38,4.62
"2007-2008","Harrisonburg High","","Biology","EOC",452,90.4,9.6
"2007-2008","Harrisonburg High","","Biology","",452,90.4,9.6
"2007-2008","Harrisonburg High","","Chemistry","EOC",445,90.91,9.09
"2007-2008","Harrisonburg High","","Chemistry","",445,90.91,9.09
"2007-2008","Harrisonburg High","","Earth Science","EOC",460,88.48,11.52
"2007-2008","Harrisonburg High","","Earth Science","",460,88.48,11.52
"2007-2008","Harrisonburg High","","English Reading","EOC",480,93.94,6.06
"2007-2008","Harrisonburg High","","English Reading","",480,93.94,6.06
"2007-2008","Harrisonburg High","","Geography","EOC",469,79.55,20.45
"2007-2008","Harrisonburg High","","Geography","",469,79.55,20.45
"2007-2008","Harrisonburg High","","Geometry","EOC",475,95.16,4.84
"2007-2008","Harrisonburg High","","Geometry","",475,95.16,4.84
"2007-2008","Harrisonburg High","","VA & US History","EOC",482,91.21,8.79
"2007-2008","Harrisonburg High","","VA & US History","",482,91.21,8.79
"2007-2008","Harrisonburg High","","World History I","EOC",479,92.7,7.3
"2007-2008","Harrisonburg High","","World History I","",479,92.7,7.3
"2007-2008","Harrisonburg High","","World History II","EOC",496,97.77,2.23
"2007-2008","Harrisonburg High","","World History II","",496,97.77,2.23
"2007-2008","Harrisonburg High","","Writing","EOC",472,92.04,7.96
"2007-2008","Harrisonburg High","","Writing","",472,92.04,7.96
"2007-2008","Harrisonburg High","","","",453,89.88,10.12
"2007-2008","Harrisonburg High","","","",472,92.04,7.96
"2007-2008","Harrisonburg High","","","",472,94.59,5.41
"2007-2008","Harrisonburg High","","","",480,93.94,6.06
"2007-2008","Harrisonburg High","","","",483,92.62,7.38
"2007-2008","Keister Elementary","F","English Reading","3",467,80.65,19.35
"2007-2008","Keister Elementary","F","English Reading","4",530,96.88,3.13
"2007-2008","Keister Elementary","F","English Reading","5",503,90.48,9.52
"2007-2008","Keister Elementary","F","English Reading","",497,89.52,10.48
"2007-2008","Keister Elementary","F","History","3",517,96.77,3.23
"2007-2008","Keister Elementary","F","History","CST",446,62.07,37.93
"2007-2008","Keister Elementary","F","History","",483,80,20
"2007-2008","Keister Elementary","F","Mathematics","3",484,90.32,9.68
"2007-2008","Keister Elementary","F","Mathematics","4",476,82.76,17.24
"2007-2008","Keister Elementary","F","Mathematics","5",516,92.86,7.14
"2007-2008","Keister Elementary","F","Mathematics","",495,89.22,10.78
"2007-2008","Keister Elementary","F","Science","3",476,90.32,9.68
"2007-2008","Keister Elementary","F","Science","5",473,90.48,9.52
"2007-2008","Keister Elementary","F","Science","",475,90.41,9.59
"2007-2008","Keister Elementary","F","Writing","5",481,89.47,10.53
"2007-2008","Keister Elementary","F","Writing","",481,89.47,10.53
"2007-2008","Keister Elementary","F","","",475,90.41,9.59
"2007-2008","Keister Elementary","F","","",481,89.47,10.53
"2007-2008","Keister Elementary","F","","",483,80,20
"2007-2008","Keister Elementary","F","","",495,89.22,10.78
"2007-2008","Keister Elementary","F","","",497,89.52,10.48
"2007-2008","Keister Elementary","M","English Reading","3",461,80.49,19.51
"2007-2008","Keister Elementary","M","English Reading","4",498,87.5,12.5
"2007-2008","Keister Elementary","M","English Reading","5",479,87.5,12.5
"2007-2008","Keister Elementary","M","English Reading","",480,85.27,14.73
"2007-2008","Keister Elementary","M","History","3",541,92.68,7.32
"2007-2008","Keister Elementary","M","History","CST",475,80.43,19.57
"2007-2008","Keister Elementary","M","History","",506,86.52,13.48
"2007-2008","Keister Elementary","M","Mathematics","3",515,95.24,4.76
"2007-2008","Keister Elementary","M","Mathematics","4",490,89.58,10.42
"2007-2008","Keister Elementary","M","Mathematics","5",505,92.31,7.69
"2007-2008","Keister Elementary","M","Mathematics","",503,92.25,7.75
"2007-2008","Keister Elementary","M","Science","3",500,90.48,9.52
"2007-2008","Keister Elementary","M","Science","5",479,95,5
"2007-2008","Keister Elementary","M","Science","",490,92.68,7.32
"2007-2008","Keister Elementary","M","Writing","5",449,82.5,17.5
"2007-2008","Keister Elementary","M","Writing","",449,82.5,17.5
"2007-2008","Keister Elementary","M","","",449,82.5,17.5
"2007-2008","Keister Elementary","M","","",480,85.27,14.73
"2007-2008","Keister Elementary","M","","",490,92.68,7.32
"2007-2008","Keister Elementary","M","","",503,92.25,7.75
"2007-2008","Keister Elementary","M","","",506,86.52,13.48
"2007-2008","Keister Elementary","","English Reading","3",464,80.56,19.44
"2007-2008","Keister Elementary","","English Reading","4",509,91.25,8.75
"2007-2008","Keister Elementary","","English Reading","5",491,89.02,10.98
"2007-2008","Keister Elementary","","English Reading","",487,87.18,12.82
"2007-2008","Keister Elementary","","History","3",531,94.44,5.56
"2007-2008","Keister Elementary","","History","CST",464,73.33,26.67
"2007-2008","Keister Elementary","","History","",496,83.89,16.11
"2007-2008","Keister Elementary","","Mathematics","3",502,93.15,6.85
"2007-2008","Keister Elementary","","Mathematics","4",485,87.01,12.99
"2007-2008","Keister Elementary","","Mathematics","5",511,92.59,7.41
"2007-2008","Keister Elementary","","Mathematics","",499,90.91,9.09
"2007-2008","Keister Elementary","","Science","3",490,90.41,9.59
"2007-2008","Keister Elementary","","Science","5",476,92.68,7.32
"2007-2008","Keister Elementary","","Science","",482,91.61,8.39
